	Language	Subdomain	Word	Source	Concept	Abreviation	Representation	Complete_representation	Complexity_score
895	Amharic	nephews and nieces	yä-ehet lej	"Gelaye, Getie. ""Semantic Analysis of Amharic Kinship Terms in Gojjam: An Anthropological Approach."" Africa: Rivista trimestrale di studi e documentazione dell’Istituto italiano per l’Africa e l’Oriente 53, no. 1 (1998): 71-92."	sister's child	"Ss;Ch"	sister'schild(x, y) ↔ ∃z CHILD(x, z) ∧ sister(z, y)	sister'schild(x, y) ↔ ∃z CHILD(x, z) ∧ sister(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1106	Amharic	uncles and aunts	ኣጎት	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1107	Amharic	uncles and aunts	ኣከስት	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1429	Amharic	siblings	ወንድም	"Gelaye, Getie. ""Semantic Analysis of Amharic Kinship Terms in Gojjam: An Anthropological Approach."" Africa: Rivista trimestrale di studi e documentazione dell’Istituto italiano per l’Africa e l’Oriente 53, no. 1 (1998): 71-92."	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1430	Amharic	siblings	እህት	"Gelaye, Getie. ""Semantic Analysis of Amharic Kinship Terms in Gojjam: An Anthropological Approach."" Africa: Rivista trimestrale di studi e documentazione dell’Istituto italiano per l’Africa e l’Oriente 53, no. 1 (1998): 71-92."	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1431	Amharic	siblings	እኅት	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
17	Arabic	cousins	اِبْن عَمّ‎	Wiktionary	son of father's brother	"Fa;Br;So"	"Fa;Br;So"	"Fa;Br;So"	-
18	Arabic	cousins	بِنْت عَمّ‎	Wiktionary	daughter of father's brother	"Fa;Br;Da"	"Fa;Br;Da"	"Fa;Br;Da"	-
19	Arabic	cousins	اِبْن عَمَّة	Wiktionary	son of father's sister	"Fa;Ss;So"	"Fa;Ss;So"	"Fa;Ss;So"	-
20	Arabic	cousins	بِنْت عَمَّة‎	Wiktionary	daughter of father's sister	"Fa;Ss;Da"	"Fa;Ss;Da"	"Fa;Ss;Da"	-
21	Arabic	cousins	اِبْن خَال	Wiktionary	son of mother's brother	"Mo;Br;So"	"Mo;Br;So"	"Mo;Br;So"	-
22	Arabic	cousins	بِنْت خَال‎	Wiktionary	daughter of mother's brother	"Mo;Br;Da"	"Mo;Br;Da"	"Mo;Br;Da"	-
23	Arabic	cousins	اِبْن خَالَة	Wiktionary	son of mother's sister	"Mo;Ss;So"	"Mo;Ss;So"	"Mo;Ss;So"	-
24	Arabic	cousins	بِنْت خَالَة	Wiktionary	daughter of mother's sister	"Mo;Ss;Da"	"Mo;Ss;Da"	"Mo;Ss;Da"	-
25	Arabic	cousins	اِبْن العَمّ‎	Native speaker	son of parent's brother	"Pa;Br;So"	"Pa;Br;So"	"Pa;Br;So"	-
26	Arabic	cousins	بِنْت العَمّ‎	Native speaker	daughter of parent's brother	"Pa;Br;Da"	"Pa;Br;Da"	"Pa;Br;Da"	-
27	Arabic	cousins	اِبْن العَمَّة	Native speaker	son of parent's sister	"Pa;Ss;So"	"Pa;Ss;So"	"Pa;Ss;So"	-
28	Arabic	cousins	بِنْت العَمَّة‎	Native speaker	daughter of parent's sister	"Pa;Ss;Da"	"Pa;Ss;Da"	"Pa;Ss;Da"	-
29	Arabic	cousins	اِبْن العَمّ‎	Native speaker	son of father's brother	"Fa;Br;So"	"Fa;Br;So"	"Fa;Br;So"	-
30	Arabic	cousins	بِنْت العَمّ‎	Native speaker	daughter of father's brother	"Fa;Br;Da"	"Fa;Br;Da"	"Fa;Br;Da"	-
31	Arabic	cousins	اِبْن العَمَّة	Native speaker	son of father's sister	"Fa;Ss;So"	"Fa;Ss;So"	"Fa;Ss;So"	-
32	Arabic	cousins	بِنْت العَمَّة‎	Native speaker	daughter of father's sister	"Fa;Ss;Da"	"Fa;Ss;Da"	"Fa;Ss;Da"	-
33	Arabic	cousins	اِبْن الخَال	Native speaker	son of mother's brother	"Mo;Br;So"	"Mo;Br;So"	"Mo;Br;So"	-
34	Arabic	cousins	بِنْت الخَال‎	Native speaker	daughter of mother's brother	"Mo;Br;Da"	"Mo;Br;Da"	"Mo;Br;Da"	-
35	Arabic	cousins	اِبْن الخَالَة	Native speaker	son of mother's sister	"Mo;Ss;So"	"Mo;Ss;So"	"Mo;Ss;So"	-
36	Arabic	cousins	بِنْت الخَالَة	Native speaker	daughter of mother's sister	"Mo;Ss;Da"	"Mo;Ss;Da"	"Mo;Ss;Da"	-
301	Arabic	grandchildren	حَفِيد	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
302	Arabic	grandchildren	حَفِيدَة	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
505	Arabic	grandparents	جَدّ	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
506	Arabic	grandparents	جَدَّة	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
896	Arabic	nephews and nieces	اِبْنُ أَخٍ‎	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
897	Arabic	nephews and nieces	اِبْنُ أُخْتٍ‎	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
898	Arabic	nephews and nieces	بِنْتُ أَخٍ‎	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
899	Arabic	nephews and nieces	بِنْتُ أُخْتٍ‎	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
900	Arabic	nephews and nieces	اِبْنُ الأَخ	Native speaker	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
901	Arabic	nephews and nieces	اِبْنُ الشَقِيق	Native speaker	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
902	Arabic	nephews and nieces	بِنْتُ أَخٍ‎	Native speaker	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
903	Arabic	nephews and nieces	بِنْتُ الشَقِيق	Native speaker	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
904	Arabic	nephews and nieces	اِبْنُ الأُخْت	Native speaker	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
905	Arabic	nephews and nieces	اِبْنُ الشَقِيقَة	Native speaker	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
906	Arabic	nephews and nieces	بِنْتُ الأُخْت	Native speaker	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
907	Arabic	nephews and nieces	بِنْتُ الشَقِيقَة	Native speaker	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1108	Arabic	uncles and aunts	عَمَّ	Wiktionary	paternal uncle	"Fa;Br"	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y)	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1109	Arabic	uncles and aunts	خَالٍ	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1110	Arabic	uncles and aunts	عَمَّة	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1111	Arabic	uncles and aunts	خَالَة	Wiktionary	maternal aunt	"Mo;Ss"	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y)	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1432	Arabic	siblings	أَخ	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1433	Arabic	siblings	شَقِيق	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1434	Arabic	siblings	أُخْت	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1435	Arabic	siblings	شَقِيقَة	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1436	Arabic	siblings	اخت	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1437	Archi	siblings	ушду	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1438	Archi	siblings	дошдур	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
37	Armenian	cousins	զարմիկ	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
38	Armenian	cousins	զարմուհի	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
303	Armenian	grandchildren	թոռ	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
304	Armenian	grandchildren	թոռնիկ	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
507	Armenian	grandparents	պապ	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
508	Armenian	grandparents	պապի	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
509	Armenian	grandparents	պապիկ	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
510	Armenian	grandparents	տատ	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
511	Armenian	grandparents	տատի	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
512	Armenian	grandparents	տատիկ	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
513	Armenian	grandparents	հան	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
908	Armenian	nephews and nieces	եղբորորդի	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
909	Armenian	nephews and nieces	եղբոր տղա	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
910	Armenian	nephews and nieces	քրոջ որդի	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
911	Armenian	nephews and nieces	քրոջ տղա	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
912	Armenian	nephews and nieces	եղբոր դուստր	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
913	Armenian	nephews and nieces	եղբոր աղջիկ	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
914	Armenian	nephews and nieces	քրոջ դուստր	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
915	Armenian	nephews and nieces	քրոջ աղջիկ	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1112	Armenian	uncles and aunts	հորեղբայր	Wiktionary	paternal uncle	"Fa;Br"	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y)	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1113	Armenian	uncles and aunts	քեռի	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1114	Armenian	uncles and aunts	հորաքույր	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1115	Armenian	uncles and aunts	մորաքույր	Wiktionary	maternal aunt	"Mo;Ss"	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y)	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1439	Armenian	siblings	եղբայր	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1440	Armenian	siblings	ախպեր	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1441	Armenian	siblings	քույր	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
514	Aromanian	grandparents	omã	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
515	Aromanian	grandparents	pap	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
516	Aromanian	grandparents	ghiush	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
517	Aromanian	grandparents	tot	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
518	Aromanian	grandparents	babã	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
916	Aromanian	nephews and nieces	nipot	Wiktionary	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
917	Aromanian	nephews and nieces	nipoatã	Wiktionary	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
1442	Aromanian	siblings	frati	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1443	Aromanian	siblings	frate	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1444	Aromanian	siblings	sorã	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1116	Assamese	uncles and aunts	বৰদেউতা	Wiktionary	father's elder brother	"Fa;El;Br"	"Fa;El;Br"	"Fa;El;Br"	-
1117	Assamese	uncles and aunts	খুৰা	Wiktionary	father's younger brother	"Fa;Yn;Br"	"Fa;Yn;Br"	"Fa;Yn;Br"	-
1118	Assamese	uncles and aunts	মোমাই	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1119	Assamese	uncles and aunts	জেঠাই	Wiktionary	parent's elder sister	"Pa;El;Ss"	"Pa;El;Ss"	"Pa;El;Ss"	-
1120	Assamese	uncles and aunts	পেহী	Wiktionary	father's younger sister	"Fa;Yn;Ss"	"Fa;Yn;Ss"	"Fa;Yn;Ss"	-
1121	Assamese	uncles and aunts	মাহী	Wiktionary	mother's younger sister	"Mo;Yn;Ss"	"Mo;Yn;Ss"	"Mo;Yn;Ss"	-
1445	Assamese	siblings	ককাই	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
